"customerkey","datefirstpurchase","fullname","gender","maritalstatus","city","country","stateprovincename"
18576,"2022-11-16","Emily Coleman","F","M","Woodland Hills","United States","California"
18577,"2022-03-05","Isabelle C Winston","F","M","San Carlos","United States","California"
18578,"2022-12-10","Patrick M Rogers","M","S","Novato","United States","California"
18579,"2022-10-28","William M Brown","M","M","Beaverton","United States","Oregon"
18580,"2022-04-13","Emma A Anderson","F","M","Langley","Canada","British Columbia"
18581,"2022-12-12","Melinda Dominguez","F","S","Clackamas","United States","Oregon"
18582,"2022-12-17","Bryan Morgan","M","M","Marysville","United States","Washington"
18583,"2022-02-08","Luis Kumar","M","S","Redmond","United States","Washington"
18584,"2022-03-08","Haley Evans","F","M","Seattle","United States","Washington"
18585,"2022-10-27","Katherine Blue","F","M","Bellflower","United States","California"
18586,"2022-12-26","Benjamin Patterson","M","S","Grossmont","United States","California"
18587,"2022-10-17","Monica Arun","F","S","Burien","United States","Washington"
18588,"2022-10-03","Isabella Rogers","F","S","Seattle","United States","Washington"
18589,"2022-11-15","Anna Stewart","F","S","Bremerton","United States","Washington"
18590,"2022-05-22","Valerie R Sun","F","S","Burbank","United States","California"
18591,"2022-03-06","Eduardo A Nelson","M","M","Long Beach","United States","California"
18592,"2022-11-29","Mackenzie Evans","F","S","Milwaukie","United States","Oregon"
18593,"2022-03-04","Sydney C Martinez","F","S","Renton","United States","Washington"
18594,"2022-12-16","Kristi Garcia","F","S","Burbank","United States","California"
18595,"2022-10-26","Marcus Hernandez","M","S","Oak Bay","Canada","British Columbia"
18596,"2022-11-17","Gabriella L Cooper","F","S","Colma","United States","California"
18597,"2022-11-16","Isabel Perry","F","M","Torrance","United States","California"
18598,"2022-11-16","Norimichi Yonekura","M","S","San Carlos","United States","California"
18599,"2022-05-10","Kyle J Simmons","M","S","Issaquah","United States","Washington"
18600,"2022-05-31","Ashley C Gonzales","F","M","Langford","Canada","British Columbia"
18601,"2022-03-18","Cynthia K Garcia","F","S","Coronado","United States","California"
18602,"2022-04-10","Patrick Ramirez","M","M","Imperial Beach","United States","California"
18603,"2022-04-04","Gabrielle B Henderson","F","S","Metchosin","Canada","British Columbia"
18604,"2022-02-08","Paige W Alexander","F","M","Langley","Canada","British Columbia"
18605,"2022-11-03","David Wright","M","S","Burien","United States","Washington"
18606,"2022-11-11","Wyatt J Green","M","S","Port Orchard","United States","Washington"
18607,"2022-11-26","Katherine B Taylor","F","S","Oregon City","United States","Oregon"
18608,"2022-11-25","Ian Phillips","M","M","Woodland Hills","United States","California"
18609,"2022-11-15","Alyssa A Cook","F","M","Portland","United States","Oregon"
18610,"2022-12-26","Bailey Rivera","F","S","Concord","United States","California"
18611,"2022-12-05","Taylor F Foster","F","M","Salem","United States","Oregon"
18612,"2022-08-20","Alyssa Flores","F","S","Downey","United States","California"
18613,"2022-12-16","Cody Murphy","M","S","Downey","United States","California"
18614,"2022-12-20","Seth L Wright","M","S","Newport Beach","United States","California"
18615,"2022-12-13","Charles Peterson","M","S","West Covina","United States","California"
18616,"2022-11-26","Spencer A Butler","M","S","Oakland","United States","California"
18617,"2022-04-12","Carlos Lopez","M","S","Shawnee","Canada","British Columbia"
18618,"2023-01-21","Mitchell Rai","M","S","Paris","France","Seine (Paris)"
18619,"2022-07-13","Dominic Mehta","M","M","Salzgitter","Germany","Hessen"
18620,"2021-11-26","Randall A Navarro","M","S","Reading","United Kingdom","England"
18621,"2021-11-15","Cassandra D Prasad","F","S","Wokingham","United Kingdom","England"
18622,"2022-11-24","Byron Rubio","M","S","Berks","United Kingdom","England"
18623,"2022-08-10","Anne W Torres","F","M","Metz","France","Moselle"
18624,"2022-03-01","Jay M Perez","M","S","Tremblay-en-France","France","Seine Saint Denis"
18625,"2021-11-13","Derrick C Moreno","M","S","London","United Kingdom","England"
18626,"2021-06-23","Tony S Pal","M","S","Frankfurt","Germany","Bayern"
18627,"2021-11-26","Kristine E Gomez","F","S","London","United Kingdom","England"
18628,"2022-06-02","Suzanne Yang","F","S","Colomiers","France","Garonne (Haute)"
18629,"2022-08-20","Martin L Srini","M","S","Newcastle upon Tyne","United Kingdom","England"
18630,"2022-12-16","Priscilla She","F","S","Paris","France","Seine (Paris)"
18631,"2022-12-04","Carly Shan","F","S","York","United Kingdom","England"
18632,"2022-02-20","Russell Tang","M","S","High Wycombe","United Kingdom","England"
18633,"2021-11-20","Adam M Jenkins","M","M","Watford","United Kingdom","England"
18634,"2020-11-10","Veronica J Arun","F","S","Chatou","France","Yveline"
18635,"2022-02-14","Toni Martinez","F","S","Bonn","Germany","Nordrhein-Westfalen"
18636,"2022-08-28","Edgar C Chapman","M","S","Braunschweig","Germany","Nordrhein-Westfalen"
18637,"2022-03-30","Thomas A Sharma","M","S","Metchosin","Canada","British Columbia"
18638,"2022-11-22","Alyssa K Thompson","F","S","Kirkland","United States","Washington"
18639,"2022-11-26","Maria E Scott","F","S","Portland","United States","Oregon"
18640,"2022-03-08","Isaac James","M","M","Issaquah","United States","Washington"
18641,"2022-04-06","Cameron Garcia","M","S","Cliffside","Canada","British Columbia"
18642,"2022-05-29","Brianna X Thompson","F","S","Royal Oak","Canada","British Columbia"
18643,"2022-12-11","Joshua A Thomas","M","M","Santa Monica","United States","California"
18644,"2022-02-14","Carrie D Ruiz","F","S","Cliffside","Canada","British Columbia"
18645,"2022-11-07","Jordan K Bryant","M","M","Olympia","United States","Washington"
18646,"2022-11-16","Blake L Adams","M","M","Beverly Hills","United States","California"
18647,"2022-07-06","Christy Huang","F","S","Chula Vista","United States","California"
18648,"2022-08-17","Hailey Torres","F","M","Burlingame","United States","California"
18649,"2022-08-19","Jackson H Patterson","M","S","Woodland Hills","United States","California"
18650,"2022-08-25","Kyle Flores","M","S","Downey","United States","California"
18651,"2022-08-11","Isaiah A Mitchell","M","M","Lynnwood","United States","Washington"
18652,"2022-06-29","Meredith W Diaz","F","M","Burien","United States","Washington"
18653,"2022-09-05","Emmanuel D Madan","M","M","Bremerton","United States","Washington"
18654,"2022-11-11","Thomas A Lopez","M","M","Mill Valley","United States","California"
18655,"2022-11-28","Eric R Diaz","M","M","Kirkland","United States","Washington"
18656,"2022-09-04","Charles K Clark","M","S","Beverly Hills","United States","California"
18657,"2022-04-10","Alex M Morgan","M","M","Lakewood","United States","California"
18658,"2022-07-26","Dalton Turner","M","M","Spokane","United States","Washington"
18659,"2022-05-11","Jasmine A Thompson","F","M","Los Angeles","United States","California"
18660,"2022-11-16","Cristina A Anand","F","M","Coronado","United States","California"
18661,"2022-10-07","Daniel E Walker","M","M","Sedro Woolley","United States","Washington"
18662,"2022-11-09","Kyle Sharma","M","M","Daly City","United States","California"
18663,"2022-07-24","Jason C Flores","M","M","Mill Valley","United States","California"
18664,"2022-02-02","Robert C Long","M","M","Renton","United States","Washington"
18665,"2022-08-01","Olivia Brooks","F","M","Burien","United States","Washington"
18666,"2022-06-27","Jordyn K Henderson","F","S","Lynnwood","United States","Washington"
18667,"2022-10-02","Kelli E Ma","F","S","Berkeley","United States","California"
18668,"2023-01-24","Brian J Sanders","M","M","Lake Oswego","United States","Oregon"
18669,"2022-08-08","Adam Griffin","M","M","Palo Alto","United States","California"
18670,"2022-11-10","Melanie L Bryant","F","M","Beverly Hills","United States","California"
18671,"2022-03-08","Melanie Kelly","F","M","San Carlos","United States","California"
18672,"2022-08-22","Anthony Lewis","M","M","Torrance","United States","California"
18673,"2022-07-10","James M Green","M","M","Beverly Hills","United States","California"
18674,"2022-05-27","Isabelle C Bennett","F","S","Westminster","Canada","British Columbia"
18675,"2022-04-14","Abigail Martin","F","M","Grossmont","United States","California"
18676,"2022-05-05","Jesse E Young","M","M","Lynnwood","United States","Washington"
18677,"2022-02-03","Logan Shan","M","M","Cliffside","Canada","British Columbia"
18678,"2022-06-15","Sean Watson","M","S","Spring Valley","United States","California"
18679,"2022-11-20","Seth C Wood","M","S","Renton","United States","Washington"
18680,"2022-11-03","David Shan","M","M","Bellflower","United States","California"
18681,"2022-03-24","Jacqueline Griffin","F","M","Lemon Grove","United States","California"
18682,"2022-09-26","Emily A Bennett","F","M","Lincoln Acres","United States","California"
18683,"2022-06-07","Robert T Walker","M","M","Santa Cruz","United States","California"
18684,"2022-11-13","Makayla D Watson","F","M","Spring Valley","United States","California"
18685,"2022-07-20","Sean G Rogers","M","M","Newton","Canada","British Columbia"
18686,"2022-03-28","Logan Coleman","M","S","Port Hammond","Canada","British Columbia"
18687,"2022-02-09","Olivia C Smith","F","M","Burlingame","United States","California"
18688,"2022-08-16","Antonio Barnes","M","M","Port Orchard","United States","Washington"
18689,"2022-06-08","Miguel Miller","M","M","Everett","United States","Washington"
18690,"2022-10-17","Carlos C Rivera","M","M","Bremerton","United States","Washington"
18691,"2020-06-28","Claudia Zheng","F","M","Lane Cove","Australia","New South Wales"
18692,"2020-06-23","Preston G Mehta","M","M","Lavender Bay","Australia","New South Wales"
18693,"2020-06-07","Ann M Subram","F","S","Caloundra","Australia","Queensland"
18694,"2020-06-02","Derrick Gomez","M","M","Newcastle","Australia","New South Wales"
18695,"2020-06-01","Aaron C Diaz","M","M","Melton","Australia","Victoria"
18696,"2020-06-12","Mindy W Black","F","M","Hervey Bay","Australia","Queensland"
18697,"2020-06-18","Tara S Lal","F","S","Lane Cove","Australia","New South Wales"
18698,"2020-06-24","Jaclyn S Chande","F","S","Newcastle","Australia","New South Wales"
18699,"2020-06-22","Blake S Griffin","M","M","Gold Coast","Australia","Queensland"
18700,"2020-06-08","Ernest C Zhao","M","S","Seaford","Australia","Victoria"
18701,"2020-06-18","Kenneth J Lal","M","S","Sunbury","Australia","Victoria"
18702,"2020-06-29","Adriana Smith","F","S","Coffs Harbour","Australia","New South Wales"
18703,"2020-06-10","Vincent A Huang","M","S","Hawthorne","Australia","Queensland"
18704,"2022-03-19","Lacey N Goel","F","M","Springwood","Australia","New South Wales"
18705,"2022-05-24","Karl Goel","M","M","East Brisbane","Australia","Queensland"
18706,"2020-07-16","Darryl Zheng","M","S","Goulburn","Australia","New South Wales"
18707,"2022-02-20","Marshall D She","M","M","Hobart","Australia","Tasmania"
18708,"2020-07-09","Micah Zhao","M","M","Milsons Point","Australia","New South Wales"
18709,"2020-07-29","Darren A Hernandez","M","M","South Melbourne","Australia","Victoria"
18710,"2020-07-07","Ricardo Xie","M","M","St. Leonards","Australia","New South Wales"
18711,"2022-09-17","Emma L Diaz","F","S","Geelong","Australia","Victoria"
18712,"2022-03-29","Glenn J Guo","M","M","Rockhampton","Australia","Queensland"
18713,"2022-10-27","Rosa Yang","F","M","Newcastle","Australia","New South Wales"
18714,"2022-03-11","Francisco L Lopez","M","M","Springwood","Australia","New South Wales"
18715,"2022-07-09","Rafael H Rai","M","M","Hervey Bay","Australia","Queensland"
18716,"2020-07-12","Seth Campbell","M","M","Hervey Bay","Australia","Queensland"
18717,"2022-08-17","Cassandra B Suri","F","M","South Melbourne","Australia","Victoria"
18718,"2020-07-30","Susan Liu","F","S","Hawthorne","Australia","Queensland"
18719,"2022-04-06","Alberto G Suarez","M","M","Rhodes","Australia","New South Wales"
18720,"2022-10-10","Taylor M Miller","F","M","Hobart","Australia","Tasmania"
18721,"2020-07-15","Andy Gomez","M","S","Malabar","Australia","New South Wales"
18722,"2020-07-08","Jonathon Navarro","M","S","St. Leonards","Australia","New South Wales"
18723,"2020-07-24","Lacey K Ma","F","S","Port Macquarie","Australia","New South Wales"
18724,"2020-07-22","Denise A Fernandez","F","M","Bendigo","Australia","Victoria"
18725,"2020-07-09","Denise M Kapoor","F","S","Hobart","Australia","Tasmania"
18726,"2020-07-10","Katrina L Anand","F","S","Matraville","Australia","New South Wales"
18727,"2022-07-13","Hailey A Hernandez","F","S","Melbourne","Australia","Victoria"
18728,"2022-08-21","Roger J Luo","M","M","Lavender Bay","Australia","New South Wales"
18729,"2020-07-22","Evan R Parker","M","S","Melton","Australia","Victoria"
18730,"2022-10-03","Johnathan Arthur","M","M","Malabar","Australia","New South Wales"
18731,"2020-07-27","Brett E Malhotra","M","S","Darlinghurst","Australia","New South Wales"
18732,"2023-01-27","Zachary M Jai","M","M","Warrnambool","Australia","Victoria"
18733,"2022-03-01","Rafael R Gao","M","S","Gold Coast","Australia","Queensland"
18734,"2022-05-04","Barbara Ashe","F","S","Brisbane","Australia","Queensland"
18735,"2020-07-11","Latasha R Moreno","F","S","Cloverdale","Australia","South Australia"
18736,"2020-07-26","Ashley R Patterson","F","S","Melbourne","Australia","Victoria"
18737,"2020-07-27","Ricky Gomez","M","S","Bendigo","Australia","Victoria"
18738,"2020-07-16","Tamara Luo","F","S","Rhodes","Australia","New South Wales"
18739,"2020-07-20","Christy R Pal","F","M","Geelong","Australia","Victoria"
18740,"2020-07-08","Adam Hill","M","M","Hobart","Australia","Tasmania"
18741,"2022-11-17","Edgar B Martinez","M","M","Melbourne","Australia","Victoria"
18742,"2022-06-27","Don Guo","M","M","East Brisbane","Australia","Queensland"
18743,"2022-04-03","Glenn Xu","M","M","Gold Coast","Australia","Queensland"
18744,"2022-06-04","April R Raje","F","M","Rhodes","Australia","New South Wales"
18745,"2022-08-19","Brooke James","F","M","Rockhampton","Australia","Queensland"
18746,"2020-07-02","Reginald A Alvarez","M","S","Melton","Australia","Victoria"
18747,"2020-07-02","Jacquelyn K Diaz","F","S","Townsville","Australia","Queensland"
18748,"2023-01-14","Gabrielle R Stewart","F","M","Caloundra","Australia","Queensland"
18749,"2022-11-10","Olivia B Stewart","F","M","Newton","Canada","British Columbia"
18750,"2022-09-29","Alexandra L Perry","F","M","La Jolla","United States","California"
18751,"2022-02-15","Kari K Schmidt","F","S","Berkeley","United States","California"
18752,"2022-03-22","Samantha Walker","F","S","Newport Beach","United States","California"
18753,"2022-07-09","James Y Moore","M","S","Portland","United States","Oregon"
18754,"2022-03-11","Isabella Mitchell","F","S","Beverly Hills","United States","California"
18755,"2022-03-26","Christopher Lewis","M","S","Haney","Canada","British Columbia"
18756,"2022-07-31","Isabella Thompson","F","S","Westminster","Canada","British Columbia"
18757,"2022-02-08","Frederick Srini","M","M","Bellingham","United States","Washington"
18758,"2022-02-20","Devin M Price","M","S","Cliffside","Canada","British Columbia"
18759,"2022-05-19","Devin Phillips","M","S","Sooke","Canada","British Columbia"
18760,"2022-02-27","Morgan M Wood","F","M","Downey","United States","California"
18761,"2022-08-23","Luis Wright","M","S","Glendale","United States","California"
18762,"2022-11-17","Arthur Wilson","F","M","Newport Beach","United States","California"
18763,"2022-05-15","Julie E Chander","F","M","Malabar","Australia","New South Wales"
18764,"2022-07-20","Natalie K Scott","F","M","Redwood City","United States","California"
18765,"2022-10-02","Noah A Shan","M","S","Yakima","United States","Washington"
18766,"2020-07-16","Francisco W Sai","M","M","Darlinghurst","Australia","New South Wales"
18767,"2020-07-14","Gary C Alonso","M","M","Hervey Bay","Australia","Queensland"
18768,"2020-07-25","Dalton M Garcia","M","M","Gold Coast","Australia","Queensland"
18769,"2020-07-18","Theresa L Dominguez","F","M","Lane Cove","Australia","New South Wales"
18770,"2022-08-22","Aaron Hernandez","M","S","Burbank","United States","California"
18771,"2022-10-22","Robert L Green","M","S","Glendale","United States","California"
18772,"2022-06-21","Julia B Hill","F","M","Lincoln Acres","United States","California"
18773,"2022-05-19","Cassidy A Price","F","M","Lincoln Acres","United States","California"
18774,"2023-01-26","Justin Flores","M","S","Woodland Hills","United States","California"
18775,"2022-02-02","Andrea Bell","F","M","Oregon City","United States","Oregon"
18776,"2022-05-31","Connor Allen","M","S","Lincoln Acres","United States","California"
18777,"2022-03-14","Richard W Clark","M","S","Downey","United States","California"
18778,"2022-09-22","Miguel C Washington","M","M","National City","United States","California"
18779,"2022-11-03","Jose Hill","M","M","Novato","United States","California"
18780,"2022-11-04","Evan K Carter","M","S","Novato","United States","California"
18781,"2022-12-26","Hunter J Lewis","M","S","Spring Valley","United States","California"
18782,"2022-12-18","Patrick Reed","M","M","Grossmont","United States","California"
18783,"2022-12-26","Michael Martin","M","S","W. Linn","United States","Oregon"
18784,"2022-10-15","Trinity M Brooks","F","M","Santa Monica","United States","California"
18785,"2022-11-28","Sara Rivera","F","S","Port Hammond","Canada","British Columbia"
18786,"2022-04-03","Dustin Chande","M","S","Bellflower","United States","California"
18787,"2022-09-17","Mya L Wood","F","M","Issaquah","United States","Washington"
18788,"2022-11-21","Madison L Thompson","F","S","N. Vancouver","Canada","British Columbia"
18789,"2022-12-21","Seth C Robinson","M","S","Yakima","United States","Washington"
18790,"2022-11-18","Julia Martin","F","M","Renton","United States","Washington"
18791,"2022-12-21","Megan Blue","F","S","Sedro Woolley","United States","Washington"
18792,"2022-11-24","Gabriella M Peterson","F","M","W. Linn","United States","Oregon"
18793,"2022-11-24","Angel M Cox","M","M","Warrnambool","Australia","Victoria"
18794,"2022-11-02","Andrew C Davis","M","S","Long Beach","United States","California"
18795,"2022-05-08","Nathan A Alexander","M","S","Royal Oak","Canada","British Columbia"
18796,"2022-10-09","Marvin R Ruiz","M","M","Sydney","Australia","New South Wales"
18797,"2023-01-21","Evan L Murphy","M","S","Redmond","United States","Washington"
18798,"2022-10-31","Andrea K Allen","F","M","Glendale","United States","California"
18799,"2022-04-04","Jacob K Lewis","M","M","La Jolla","United States","California"
18800,"2022-11-06","Jennifer A Phillips","F","M","Lake Oswego","United States","Oregon"
18801,"2022-10-30","Dawn A Yuan","F","M","Berkeley","United States","California"
18802,"2022-11-26","Mario T Shen","M","M","Bremerton","United States","Washington"
18803,"2022-12-06","Cedric V Zheng","M","M","Bremerton","United States","Washington"
18804,"2022-12-16","Aaron Gonzales","M","M","Novato","United States","California"
18805,"2023-01-27","Tracy Simpson","F","M","Beaverton","United States","Oregon"
18806,"2022-11-30","Kaitlyn Torres","F","M","Corvallis","United States","Oregon"
18807,"2022-03-27","Spencer Bennett","M","S","Chula Vista","United States","California"
18808,"2022-12-17","Gabrielle Perez","F","S","Colma","United States","California"
18809,"2022-04-01","Jason King","M","M","Beaverton","United States","Oregon"
18810,"2022-11-09","Casey Dominguez","M","M","Burien","United States","Washington"
18811,"2022-02-22","Samuel Perry","M","M","Oak Bay","Canada","British Columbia"
18812,"2022-03-01","Kyle E Adams","M","S","Victoria","Canada","British Columbia"
18813,"2023-01-20","Kristy G Hernandez","F","S","Ballard","United States","Washington"
18814,"2022-07-10","Evan Adams","M","S","Everett","United States","Washington"
18815,"2022-09-20","Abigail Rogers","F","M","Lynnwood","United States","Washington"
18816,"2022-02-28","Taylor Smith","F","S","Oregon City","United States","Oregon"
18817,"2022-12-24","Brittany Russell","F","S","Puyallup","United States","Washington"
18818,"2022-12-20","Lucas Torres","M","M","National City","United States","California"
18819,"2022-12-05","Miranda Bennett","F","M","Santa Cruz","United States","California"
18820,"2022-07-08","Alexandria Cook","F","M","West Covina","United States","California"
18821,"2022-06-14","Juan C Morgan","M","S","Newton","Canada","British Columbia"
18822,"2022-08-10","Gregory J Ferrier","M","M","Beaverton","United States","Oregon"
18823,"2022-06-06","Russell Xu","M","S","Bellflower","United States","California"
18824,"2022-11-29","Elijah L Collins","M","M","La Jolla","United States","California"
18825,"2022-09-09","Brandon A Smith","M","M","San Carlos","United States","California"
18826,"2022-03-13","Allison R Stewart","F","M","Royal Oak","Canada","British Columbia"
18827,"2022-12-27","Carmen G Raman","F","S","Beaverton","United States","Oregon"
18828,"2022-09-15","Morgan Wright","F","M","Everett","United States","Washington"
18829,"2022-12-03","Jackson C Simmons","M","S","Issaquah","United States","Washington"
18830,"2022-11-17","Kristine Ortega","F","M","Bellflower","United States","California"
18831,"2022-12-26","Andy Hernandez","M","S","Bellflower","United States","California"
18832,"2022-12-12","Dylan C Jackson","M","M","Redwood City","United States","California"
18833,"2022-12-09","Morgan Baker","F","M","Lakewood","United States","California"
18834,"2022-12-28","Ana S Foster","F","M","Edmonds","United States","Washington"
18835,"2022-01-29","Isabelle J Coleman","F","S","El Cajon","United States","California"
18836,"2022-03-27","Nicole Cooper","F","S","Puyallup","United States","Washington"
18837,"2022-06-05","Amanda Hernandez","F","M","Spring Valley","United States","California"
18838,"2022-12-17","Natalie C Morris","F","M","Spring Valley","United States","California"
18839,"2022-11-10","Don Lee","M","M","Port Hammond","Canada","British Columbia"
18840,"2022-11-29","Alexandria Barnes","F","M","Puyallup","United States","Washington"
18841,"2022-05-02","Gabriella Campbell","F","M","Shawnee","Canada","British Columbia"
18842,"2022-05-10","James M Gonzalez","M","S","Victoria","Canada","British Columbia"
18843,"2022-11-20","Luis M Perez","M","M","Beaverton","United States","Oregon"
18844,"2022-06-21","Dalton A Hernandez","M","S","Renton","United States","Washington"
18845,"2022-04-22","Katherine E Hughes","F","M","Tacoma","United States","Washington"
18846,"2023-01-03","Deb Hughes","M","S","Walla Walla","United States","Washington"
18847,"2022-08-19","Ariana B Richardson","F","M","Woodburn","United States","Oregon"
18848,"2022-12-13","Christian J Harris","M","M","Berkeley","United States","California"
18849,"2022-12-03","Faith Flores","F","S","Port Orchard","United States","Washington"
18850,"2022-12-05","Ethan Hughes","M","M","Mill Valley","United States","California"
18851,"2022-12-12","Dalton E Cook","M","M","Long Beach","United States","California"
18852,"2022-08-08","Allison B Sanders","F","M","Port Hammond","Canada","British Columbia"
18853,"2022-04-26","Jacqueline Gray","F","M","Corvallis","United States","Oregon"
18854,"2022-12-19","Hunter Turner","M","M","Kirkland","United States","Washington"
18855,"2022-05-19","Robert Zhang","M","S","N. Vancouver","Canada","British Columbia"
18856,"2022-12-23","Thomas Green","M","M","Palo Alto","United States","California"
18857,"2022-12-20","Sebastian L Sanders","M","M","Edmonds","United States","Washington"
18858,"2022-12-19","Miguel K Parker","M","S","Lincoln Acres","United States","California"
18859,"2022-06-18","Olivia Henderson","F","M","Royal Oak","Canada","British Columbia"
18860,"2022-12-06","Sydney J Foster","F","M","Renton","United States","Washington"
18861,"2022-10-10","Ashley Wood","F","M","Ballard","United States","Washington"
18862,"2022-12-04","Luke Zhang","M","M","Beverly Hills","United States","California"
18863,"2022-12-20","Charles M Scott","M","S","West Covina","United States","California"
18864,"2022-12-05","Elijah Long","M","M","San Gabriel","United States","California"
18865,"2022-12-12","Ashley P Hayes","F","M","Kirkland","United States","Washington"
18866,"2022-12-12","Miguel Scott","M","M","Concord","United States","California"
18867,"2022-12-03","Thomas R Perry","M","M","Milwaukie","United States","Oregon"
18868,"2022-11-29","Adam Long","M","S","Long Beach","United States","California"
18869,"2022-11-30","Ashley J Flores","F","M","National City","United States","California"
18870,"2023-01-21","Ana Barnes","F","M","Beaverton","United States","Oregon"
18871,"2022-02-04","Ruben D Rubio","M","M","Burnaby","Canada","British Columbia"
18872,"2022-10-20","Miguel Severino","M","M","Bremerton","United States","Washington"
18873,"2022-08-11","Austin J Rodriguez","M","S","W. Linn","United States","Oregon"
18874,"2022-08-03","Julia Green","F","M","Sedro Woolley","United States","Washington"
18875,"2022-09-03","Devin A Watson","M","M","Westminster","Canada","British Columbia"
18876,"2022-12-15","Luke Chen","M","M","Beverly Hills","United States","California"
18877,"2022-05-08","Evan Hall","M","M","Berkeley","United States","California"
18878,"2022-12-01","Mallory M Ramos","F","M","Colma","United States","California"
18879,"2022-11-05","Garrett J Morgan","M","M","Colma","United States","California"
18880,"2022-10-14","Jarrod Sanchez","M","M","Beaverton","United States","Oregon"
18881,"2022-12-23","Kimberly James","F","M","Oregon City","United States","Oregon"
18882,"2022-11-26","Dalton C Hayes","M","M","Shawnee","Canada","British Columbia"
18883,"2022-03-12","Jonathan Garcia","M","S","Langford","Canada","British Columbia"
18884,"2022-08-16","Bryan Reed","M","S","Port Hammond","Canada","British Columbia"
18885,"2022-02-09","Cara Ma","F","S","Newcastle","Australia","New South Wales"
18886,"2022-09-26","Donald E McDonald","M","S","Ballard","United States","Washington"
18887,"2022-12-27","Kari Hernandez","F","S","Ballard","United States","Washington"
18888,"2022-04-24","Devin Powell","M","S","Kirkland","United States","Washington"
18889,"2022-02-01","Katelyn Murphy","F","S","Marysville","United States","Washington"
18890,"2022-07-17","Lauren Blue","F","M","Redmond","United States","Washington"
18891,"2022-12-31","Megan S James","F","M","Bellflower","United States","California"
18892,"2022-11-15","Chase K Howard","M","S","Colma","United States","California"
18893,"2022-03-16","Devin I White","M","S","Imperial Beach","United States","California"
18894,"2022-12-14","Eric O Allen","M","S","Newport Beach","United States","California"
18895,"2022-02-26","Marco Madan","M","M","Cloverdale","Australia","South Australia"
18896,"2022-04-19","Jonathan Russell","M","M","Hobart","Australia","Tasmania"
18897,"2022-09-01","Russell Black","M","M","Silverwater","Australia","New South Wales"
18898,"2022-03-08","Monica H Chandra","F","S","Silverwater","Australia","New South Wales"
18899,"2020-07-03","Glenn Liu","M","M","Findon","Australia","South Australia"
18900,"2020-07-14","Mathew L Torres","M","M","North Sydney","Australia","New South Wales"
18901,"2022-06-15","Connor C Shan","M","S","Wollongong","Australia","New South Wales"
18902,"2020-07-20","Steve R Chen","M","M","Melbourne","Australia","Victoria"
18903,"2020-07-17","Louis Zeng","M","S","Sydney","Australia","New South Wales"
18904,"2022-09-17","Emma J Thomas","F","S","San Carlos","United States","California"
18905,"2022-12-20","Samuel Adams","M","S","Marysville","United States","Washington"
18906,"2020-07-03","Adrienne Gutierrez","F","S","Perth","Australia","South Australia"
18907,"2020-07-21","Priscilla Nara","F","M","East Brisbane","Australia","Queensland"
18908,"2020-07-26","Krystal Sun","F","S","Hawthorne","Australia","Queensland"
18909,"2020-07-03","Jodi A Chavez","F","S","Cranbourne","Australia","Victoria"
18910,"2022-11-11","Marco Perez","M","S","Beaverton","United States","Oregon"
18911,"2022-11-22","Elijah McDonald","M","S","Lynnwood","United States","Washington"
18912,"2022-06-07","Tyler Williams","M","M","Lynnwood","United States","Washington"
18913,"2022-10-05","Jesse Stewart","M","M","Burbank","United States","California"
18914,"2022-12-12","Felicia L Ruiz","F","S","Burbank","United States","California"
18915,"2022-08-02","Sydney Gonzalez","F","M","El Cajon","United States","California"
18916,"2022-09-04","Christian B Moore","M","S","Palo Alto","United States","California"
18917,"2022-09-20","Jonathan E Nelson","M","M","Spring Valley","United States","California"
18918,"2022-08-18","Jacqueline Ross","F","M","Spokane","United States","Washington"
18919,"2022-03-14","Eduardo J Hernandez","M","S","Oak Bay","Canada","British Columbia"
18920,"2023-01-18","Jonathan Young","M","S","Redwood City","United States","California"
18921,"2022-07-29","Rachel R Bailey","F","S","Marysville","United States","Washington"
18922,"2022-11-28","Madeline B Gonzalez","F","S","Metchosin","Canada","British Columbia"
18923,"2022-03-27","Cassandra Kapoor","F","M","Bellingham","United States","Washington"
18924,"2022-06-05","Rachel C Williams","F","S","Fremont","United States","California"
18925,"2022-05-17","Haley L Griffin","F","M","Port Hammond","Canada","British Columbia"
18926,"2022-02-11","Alexandre Lobao","M","M","Newton","Canada","British Columbia"
18927,"2022-07-07","Arianna D Cox","F","S","Langford","Canada","British Columbia"
18928,"2020-07-29","Carmen L Prasad","F","M","Newcastle","Australia","New South Wales"
18929,"2020-07-20","Donald Garcia","M","S","Perth","Australia","South Australia"
18930,"2020-07-24","Katelyn Richardson","F","S","Warrnambool","Australia","Victoria"
18931,"2020-07-19","Rosa She","F","M","Townsville","Australia","Queensland"
18932,"2022-03-24","Carl Chande","M","M","Springwood","Australia","New South Wales"
18933,"2022-08-09","Kelli Huang","F","S","Bellingham","United States","Washington"
18934,"2022-09-18","Jeremiah U Moore","M","S","Tacoma","United States","Washington"
18935,"2022-02-01","Jasmine S Jenkins","F","M","La Jolla","United States","California"
18936,"2022-06-03","Morgan Collins","F","S","Woodland Hills","United States","California"
18937,"2022-12-01","Ian D Reed","M","S","Oakland","United States","California"
20624,"2020-12-17","Deborah Shan","F","S","Gold Coast","Australia","Queensland"
18938,"2022-10-18","Lucas J Lopez","M","M","Fremont","United States","California"
